circuit_id,family,source_file,source_sha256,backend_class,backend_name,optimization_level,shots,seed_transpiler,seed_simulator,logical_width,logical_depth,logical_ops,logical_two_qubit_ops,physical_width,physical_depth,physical_ops,physical_two_qubit_ops,swap_count,dag_node_count,t_transpile_s,t_exec_s,t_total_s,status,error
grover-noancilla::grover-noancilla_indep_qiskit_2,grover-noancilla,data/quantum_circuits/grover-noancilla_indep_qiskit_2.qasm,55746e6a2fd8d9c4b8c813443f2db46b072f75db1632dd252298c735fbc72bf0,FakeWashingtonV2,fake_washington,2,1024,1234,1234,2,2,5,0,127,4,7,0,0,7,0.006378400001267437,0.5412901150011749,0.5476685150024423,ok,
grover-noancilla::grover-noancilla_indep_qiskit_2,grover-noancilla,data/quantum_circuits/grover-noancilla_indep_qiskit_2.qasm,55746e6a2fd8d9c4b8c813443f2db46b072f75db1632dd252298c735fbc72bf0,FakeWashingtonV2,fake_washington,3,1024,1234,1234,2,2,5,0,127,4,7,0,0,7,0.007341495000218856,0.6195023150012275,0.6268438100014464,ok,
grover-noancilla::grover-noancilla_indep_qiskit_3,grover-noancilla,data/quantum_circuits/grover-noancilla_indep_qiskit_3.qasm,bc77f4afad8bbb19a6b320c11bc8f8110a330e395e5c509895e0b6c566cab5e9,FakeWashingtonV2,fake_washington,0,1024,1234,1234,3,10,17,6,127,28,40,12,0,40,0.004441066999788745,0.5415770300005533,0.5460180970003421,ok,
grover-noancilla::grover-noancilla_indep_qiskit_3,grover-noancilla,data/quantum_circuits/grover-noancilla_indep_qiskit_3.qasm,bc77f4afad8bbb19a6b320c11bc8f8110a330e395e5c509895e0b6c566cab5e9,FakeWashingtonV2,fake_washington,1,1024,1234,1234,3,10,17,6,127,25,37,10,0,37,0.009935195001162356,0.6187450159995933,0.6286802110007557,ok,
grover-noancilla::grover-noancilla_indep_qiskit_3,grover-noancilla,data/quantum_circuits/grover-noancilla_indep_qiskit_3.qasm,bc77f4afad8bbb19a6b320c11bc8f8110a330e395e5c509895e0b6c566cab5e9,FakeWashingtonV2,fake_washington,2,1024,1234,1234,3,10,17,6,127,29,42,10,0,42,0.010790587000883534,0.6439631400007784,0.6547537270016619,ok,
grover-noancilla::grover-noancilla_indep_qiskit_3,grover-noancilla,data/quantum_circuits/grover-noancilla_indep_qiskit_3.qasm,bc77f4afad8bbb19a6b320c11bc8f8110a330e395e5c509895e0b6c566cab5e9,FakeWashingtonV2,fake_washington,3,1024,1234,1234,3,10,17,6,127,29,42,10,0,42,0.010475793000296107,0.54325431000143,0.5537301030017261,ok,
grover-noancilla::grover-noancilla_indep_qiskit_4,grover-noancilla,data/quantum_circuits/grover-noancilla_indep_qiskit_4.qasm,edc62038c489069da135981ccefd5c5a2f3cc0a991fa6da4defa393abdb0d2a4,FakeWashingtonV2,fake_washington,0,1024,1234,1234,4,34,49,26,127,161,217,106,0,217,0.006219512000825489,0.6717073729996628,0.6779268850004883,ok,
grover-noancilla::grover-noancilla_indep_qiskit_4,grover-noancilla,data/quantum_circuits/grover-noancilla_indep_qiskit_4.qasm,edc62038c489069da135981ccefd5c5a2f3cc0a991fa6da4defa393abdb0d2a4,FakeWashingtonV2,fake_washington,1,1024,1234,1234,4,34,49,26,127,143,199,95,0,199,0.007025335000435007,0.5386432049999712,0.5456685400004062,ok,
grover-noancilla::grover-noancilla_indep_qiskit_4,grover-noancilla,data/quantum_circuits/grover-noancilla_indep_qiskit_4.qasm,edc62038c489069da135981ccefd5c5a2f3cc0a991fa6da4defa393abdb0d2a4,FakeWashingtonV2,fake_washington,2,1024,1234,1234,4,34,49,26,127,134,185,67,0,185,0.00962867899943376,0.6395662640006776,0.6491949430001114,ok,
grover-noancilla::grover-noancilla_indep_qiskit_4,grover-noancilla,data/quantum_circuits/grover-noancilla_indep_qiskit_4.qasm,edc62038c489069da135981ccefd5c5a2f3cc0a991fa6da4defa393abdb0d2a4,FakeWashingtonV2,fake_washington,3,1024,1234,1234,4,34,49,26,127,134,185,67,0,185,0.010968312999466434,0.539622464999411,0.5505907779988775,ok,
grover-v-chain::grover-v-chain_indep_qiskit_5,grover-v-chain,data/quantum_circuits/grover-v-chain_indep_qiskit_5.qasm,5042c6dd513b1366c0a145850de9e534b0e38aabc818b994ab8c4b6cad7ad5c8,FakeWashingtonV2,fake_washington,0,1024,1234,1234,5,102,131,87,127,569,766,453,0,766,0.006439205000788206,0.6809565340008703,0.6873957390016585,ok,
grover-v-chain::grover-v-chain_indep_qiskit_5,grover-v-chain,data/quantum_circuits/grover-v-chain_indep_qiskit_5.qasm,5042c6dd513b1366c0a145850de9e534b0e38aabc818b994ab8c4b6cad7ad5c8,FakeWashingtonV2,fake_washington,1,1024,1234,1234,5,102,131,87,127,370,558,270,0,558,0.0077628950002690544,0.559848659000636,0.567611554000905,ok,
grover-v-chain::grover-v-chain_indep_qiskit_5,grover-v-chain,data/quantum_circuits/grover-v-chain_indep_qiskit_5.qasm,5042c6dd513b1366c0a145850de9e534b0e38aabc818b994ab8c4b6cad7ad5c8,FakeWashingtonV2,fake_washington,2,1024,1234,1234,5,102,131,87,127,408,592,228,0,592,0.012181862999568693,0.6612502669995592,0.6734321299991279,ok,
grover-v-chain::grover-v-chain_indep_qiskit_5,grover-v-chain,data/quantum_circuits/grover-v-chain_indep_qiskit_5.qasm,5042c6dd513b1366c0a145850de9e534b0e38aabc818b994ab8c4b6cad7ad5c8,FakeWashingtonV2,fake_washington,3,1024,1234,1234,5,102,131,87,127,407,590,228,0,590,0.015590830000292044,0.5657759099995019,0.5813667399997939,ok,
